election_name,jurisdiction_county,gov_unit_name,referendum_type,result,description
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 14,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 14,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 14,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 15,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 16,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 16,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 16,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 17,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 18,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 19,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 2,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 20,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 20,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 20,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 21,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 21,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 21,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 22,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 23,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 24,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 24,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 24,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 25,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 25,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 25,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 3,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 3,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 3,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 4,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 4,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 4,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 5,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 5,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 5,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 6,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 7,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 8,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 9,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 9,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 16 Precinct 9,Advisory,Pass,"Each public school in the Ward began and maintain extra-curriculum activities including; baseball, softball, flag football, track, band, and choir to begin at second grade through 12th grade"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 10,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 10,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 11,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 11,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 12,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 12,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 13,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 13,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 14,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 14,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 15,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 15,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 16,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 16,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 17,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 17,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 18,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 18,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 19,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 19,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 20,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 20,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 21,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 21,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 22,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 22,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 23,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 23,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 24,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 24,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 25,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 25,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 26,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 26,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 27,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 27,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 28,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 28,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 29,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 29,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 4,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 4,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 5,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 5,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 6,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 6,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 7,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 7,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 8,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 8,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 9,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 17 Precinct 9,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 1,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 1,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 2,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 2,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 3,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 3,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 4,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 4,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 5,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 18 Precinct 5,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 20 Precincts 7 and 8,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 20 Precincts 7 and 8,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK","Ward 21 Precincts 23, 24, 25, 26",Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,"CITY OF CHICAGO, *COOK","Ward 21 Precincts 23, 24, 25, 26",Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 10,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 10,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 11,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 11,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 12,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 12,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 13,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 13,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 14,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 14,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 15,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 15,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 2,Advisory,Pass,"Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 2,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,"CITY OF CHICAGO, *COOK",Ward 22 Precinct 3,Advisory,Pass,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
