election_name,jurisdiction_county,gov_unit_name,referendum_type,result,description
2003 Consolidated Election,*MOULTRIE,Moultrie County,Tax,Fail,"Shall the Property Tax Extension Limitation Law, which limits annual property tax extension increases, apply to non-home rule taxing districts with all or a portion of their equalized assessed value l..."
2003 Consolidated Election,*COOK,Mount Prospect School Dist 57,Tax,Fail,Tax rate increase for educational purposes?
2003 Consolidated Election,*COOK,Mt Prospect Park Dist,Tax,Fail,Collect additional tax for recreational purpose?
2003 Consolidated Election,"*LOGAN, MACON",Mt Pulaski Rural Fire Protection Dist,Tax,Pass,Proposition to levy a special tax at a rate not to exceed .05% of the value of all taxable property for the purpose of providing funds to pay for the costs of emergency and rescue crews and equipment.
2003 Consolidated Election,*SANGAMON,New Berlin/Island Grove Multi-Township Assessing Dist,Tax,Pass,Proposition to increase the tax rate under the property tax extension limitation law from 1.6% to 33% for the 2003 levy year.
2003 Consolidated Election,"*WARREN, KNOX, MERCER, HENDERSON",New CUSD,Tax,Fail,"Proposition to establish a new CUSD in the territory comprising Alexis CUSD 400,Warren CUSD 222, & Yorktown CUSD 225, levy taxes at rate of 3.00% for educational purposes, 0.505 for operations & main..."
2003 Consolidated Election,*WILL,New Lenox Public Library Dist,Tax,Fail,"Proposition increase the annual public library tax rate at .28% of the value of all taxable property within the distict instead of at .15%, the maximum rate otherwise applicable to the next taxes to b..."
2003 Consolidated Election,"*WILL, COOK",Frankfort Park Dist,Tax,Fail,Propostion to authorize the levy and collection of an additional corporate tax not to exceed .10% for all corporate purposes.
2003 Consolidated Election,*LAKE,Fremont Public Library Dist,Tax,Fail,"Proposition to increase the maximum public library tax rate at .32% of full, fair cash value instead of at .22%, the maximum rate otherwise applicable to the next taxes to be extended."
2003 Consolidated Election,*LAKE,Fremont School Dist 79,Tax,Pass,"Proposition to increase the maximum annual educational tax rate at 2.02% upon all the taxable property, instead of 1.82%, the present maximum rate otherwise applicable to the next taxes to be extended..."
2003 Consolidated Election,*FULTON,Fulton County,Tax,Pass,"Proposition to impose a public safety tax at the rate of 1/2 of 1% upon all persons engaged in selling tangible personal property at retail to be used for crime prevention, detention, and other public..."
2003 Consolidated Election,"*SALINE, HAMILTON",Galatia Public Library Dist,Tax,Fail,"Proposition to increase the tax rate at .30% of the full fair cash value instead of .15%, the maximum rate otherewise applicable to the next taxes to be extended."
2003 Consolidated Election,*GALLATIN,Gallatin County,Tax,Fail,"Proposition to impose a Public Safety Tax at the rate of three-quarter % upon all persons engaged in the business of selling tangible personal property at retail...to be used for crime prevention, det..."
2003 Consolidated Election,"*GRUNDY, KANKAKEE",Gardner-South Wilmington Township High School Dist 73,Tax,Fail,"Proposition to increase the educational tax rate at 1.72% instead of 1.22%, the maximum rate otherwise applicable to the next taxes to be extended.."
2003 Consolidated Election,*COOK,Village of Golf,Tax,Fail,Impose real estate transfer tax?
2003 Consolidated Election,VERMILION,Village of Henning,Tax,Fail,Should the President and the Board of Trustees of the Village of Henning increase the special tax for police protection limit to .40% as provided be 65 ILCS 5/11-1-5.1?
2003 Consolidated Election,*VERMILION,Village of Henning,Tax,Fail,Should the President and Board of Trustees of the Village of Henning increase the tax levy limit rate for the general corporate purpose to .4375% as provided by 65 ILCS 5/8-3-1?
2003 Consolidated Election,*KENDALL,Plano CUSD 88,Tax,Pass,"Proposition to increase the maximum annual educational fund tax rate at 3.90% upon all the taxable property instead of 2.95%, the maximum rate otherwise applicable to the next taxes to be extended."
2003 Consolidated Election,"*SANGAMON, MORGAN, MENARD",Pleasant Plains CUSD 8,Tax,Pass,"Proposition to increase the annual tax rate for educational purposes from the present maximum rate of 2.25% and established for an unlimited period of time at 3.10% upon all the taxable property, to m..."
2003 Consolidated Election,*LIVINGSTON,Pontiac Comm Cons School Dist 429,Tax,Fail,"Proposition to increase the maximum annual educational tax rate at 1.91% upon all the taxable property instead of 1.51%, the present maximum rate otherwise applicable to the next taxes to be extended."
2003 Consolidated Election,"LAKE, *COOK",Prospect Heights Fire Protection Dist,Tax,Pass,Proposition to increase the tax rate extention limitation from the lesser of 5% or the increase in the Consumer Price Index over the prior levy year to 23% for the 2003 levy year.
2003 Consolidated Election,*DuPAGE,Queen Bee School Dist 16,Tax,Pass,"Proposition to increase the maximum annual educational fund tax rate at 2.795% instead of 2.335%, the maximum rate otherwise applicable to the next taxes to be extended."
2003 Consolidated Election,*CHAMPAIGN,Rantoul City School District 137,Tax,Pass,"Proposition to increase maximum annual education tax rate at 1.72%, instead of .92% the present maximum rate."
2003 Consolidated Election,"*McHENRY, BOONE",Harvard CUSD 50,Tax,Fail,Proposition to increase the maximum annual educational tax rate at 3.73% instead of 3.23% the present maximum rate.
2003 Consolidated Election,*MASON,Havana CUSD 126,Tax,Fail,"Proposition to increase the education fund tax rate from the present rate of 1.84% and established for the limited number of years of 2003, 2004 and 2005 at the rate of 2.84% and upon expiration the ..."
2003 Consolidated Election,*COOK,Hazel Crest Park Dist,Tax,Fail,Propositon to authorize a levy for an additional tax not to exceed .25% for the purpose of recreational programs.
2003 Consolidated Election,*COOK,Village of LaGrange,Tax,Pass,Property tax extension limit increase?
2003 Consolidated Election,*MACOUPIN,Village of Lake Ka-Ho,Tax,Pass,"Proposition to establish a new levy and extend real property taxes not to exceed $15,480.00 for the 2003 levy year."
2003 Consolidated Election,*COOK,Village of Lynwood,Tax,Pass,Surcharge increase/ 911?
2003 Consolidated Election,*ST. CLAIR,O'Fallon CUSD 90,Tax,Fail,Proposition to increase the annual maximum tax rate for the educational fund from 1.40% upon all taxable property of the district to 1.70% .
2003 Consolidated Election,*COOK,Oak Lawn-Hometown School Dist 123,Tax,Pass,Tax rate increase for educational purposes?
2003 Consolidated Election,*LIVINGSTON,Odell Township,Tax,Fail,"Shall the extension limitation under the Property Tax Extension Limitation Law for Odell Community Hall, Odell Township, be increased from 1.6% to 59.619% for the 2003 levy year?"
2003 Consolidated Election,"*McLEAN, DeWITT, LOGAN, TAZEWELL, WOODFORD",Olympia CUSD 16,Tax,Fail,"Proposition to increase the maximum annual education tax rate at 3.60% instead of 2.40%, the present maximum rate otherwise applicable to the taxes to be extended."
2003 Consolidated Election,*COOK,Palatine Rural Fire Protection Dist,Tax,Fail,Tax rate increace?
2003 Consolidated Election,*CRAWFORD,Palestine CUSD 3,Tax,Pass,Proposition to increase maximum annual education tax rate.
2003 Consolidated Election,*KANE,Blackberry Township Road Dist,Tax,Fail,Proposition to increase the property tax rate from .1650% to .3300% for road purposes.
2003 Consolidated Election,*DuPAGE,Bloomingdale Park Dist,Tax,Fail,Proposition to levy and collect an additional tax not to exceed .055% for all corporate purposes.
2003 Consolidated Election,"*DeWITT, PIATT, McLEAN",Blue Ridge CUSD 18,Tax,Fail,"Proposition to increase maximum annual educationl tax rate at 3.25% instead of 2.5%, the present maximum rate otherwise applicable to the next taxes to be extended.."
2003 Consolidated Election,"*DeWITT, PIATT, McLEAN",Blue Ridge CUSD 18,Tax,Fail,"Proposition to increase maximum annual operations and maintenance tax rate at .64875% instead of .50%, the present maximum rate."
2003 Consolidated Election,*COOK,Village of Lyons,Tax,Pass,Library tax increase?
2003 Consolidated Election,*COOK,Village of Matteson,Tax,Pass,Library tax increase?
2003 Consolidated Election,"*WINNEBAGO, BOONE",Kinnikinnick CCSD 131,Tax,Fail,"Proposition to increase the maximum annual tax rate for educational purposes at 2.32% instead of 1.77%, the present maximum rate ."
2003 Consolidated Election,*KNOX,Knoxville CUSD 202,Tax,Fail,"Propositon to increase the maximum annual education tax rate at 3.15% upon all taxable property instead of 2.15%, the present maximum rate otherwise applicable to the next taxes to be extended."
2003 Consolidated Election,*MARSHALL,Lacon-Sparland Fire Protection Dist,Tax,Pass,Proposition to levy a special tax at a rate not to exceed .30% of the value of all taxable property within the Dist for the purpose of providing ambulance service.
2003 Consolidated Election,*COOK,LaGrange Park Library Dist,Tax,Fail,Establish annual public library tax rate?
2003 Consolidated Election,*LAKE,Lake Bluff School Dist 65,Tax,Pass,"Proposition to increase the maximum annual educational tax rate from 2.34% upon all the taxable property, instead of 2.00%, the present maximum rate otherwise applicable to the next taxes to be extend..."
2003 Consolidated Election,*WILL,Laraway CCSD 70-C,Tax,Pass,"Proposition to increase the maximum annual educational fund tax rate at 1.42% upon all the taxable property of the district, instead of 1.17%, the maximum rate otherwise applicable to the next taxes t..."
2003 Consolidated Election,*WILL,Laraway CCSD 70-C,Tax,Fail,"Proposition to increase the maximum annual operations and maintenance fund tax rate to .50% upon all the taxable property of the district, instead of .25%, the maximum rate otherwise applicable to the..."
