Election Date,Agency Name,County,Election Type,Measure Name,Type of Tax/Debt,Amount of Bond/Tax,% Yes,% No,Threshold Value,Election Result,Purpose
11/04/2025 00:00:00,Redding,Shasta,Local,A,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: increasing the city's sales tax by 1% for a combined total rate of 8.25% with revenue dedicated to public safety, the local fire department, roads, parks, and the regional airport.",36.13,63.87,Majority,Fail,"Multiple Capital Improvements, Public Works"
11/04/2025 00:00:00,El Dorado County,El Dorado,Local,B,"Tax (Levy, Parcel, Sales, Fee)","Fernwood-Cothrin Ranch Zone of Benefit, Parcel Tax: Annual $450 per parcel for the purposes of road improvements and maintenance.",53.79,46.21,Two-thirds,Fail,Street Construction and Improvements
11/04/2025 00:00:00,El Dorado County,El Dorado,Local,C,"Tax (Levy, Parcel, Sales, Fee)","Meadowview Acres Zone of Benefit, Parcel Tax: Annual $450 per parcel for the purposes of road improvements and maintenance.",76.24,23.76,Two-thirds,Pass,Street Construction and Improvements
11/04/2025 00:00:00,El Dorado County,El Dorado,Local,E,"Tax (Levy, Parcel, Sales, Fee)","Walnut Drive Zone of Benefit, Parcel Tax: Annual $685 per parcel for the purposes of road improvements and maintenance.",60.44,39.56,Two-thirds,Fail,Street Construction and Improvements
11/04/2025 00:00:00,Delano,Kern,Local,B,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: renewing the city's 1% sales tax indefinitely, for a combined total rate of 8.25%, thereby repealing the requirement it be renewed by voters every 10 years.",66.70,33.30,Majority,Pass,General Government
08/26/2025 00:00:00,Culver City,Los Angeles,Local,CL,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: enact a ¼ cent sales tax, providing approximately $5,600,000 annually",67.13,32.87,Majority,Pass,General Government
08/26/2025 00:00:00,Stallion Springs Community Services District,Kern,Local,A,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $275 per parcel, thereby generating an estimated $650,000 annually, with revenue going to Stallion Springs Police Department programs and services.",86.82,13.18,Majority,Pass,"Fire, Police Protection/Emergency Medical"
06/24/2025 00:00:00,Bear Valley Community Healthcare District,San Bernardino,Local,U,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: replace its expiring parcel tax at a rate of $40 per parcel, providing $1,200,000 annually for 10 years",79.65,20.35,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
06/03/2025 00:00:00,San Marino Unified School District,Los Angeles,Local,R,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: renew a parcel tax for six years at a rate of $415 per parcel, generating approximately $1,600,000 annually",76.80,23.20,Two-thirds,Pass,K-12 School Facility
05/06/2025 00:00:00,Acalanes Union High School District,Contra Costa,Local,T,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $130 for eight years, providing $4,500,000 annually",63.63,36.37,Two-thirds,Fail,K-12 School Facility
05/06/2025 00:00:00,El Dorado County,El Dorado,Local,A,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $619.52 on each parcel of land within the Texas Hill Zone of Benefit with annual adjustments tied to the Engineering New Record Construction Cost Index, generating approximately $67,527.68 annually",63.16,36.84,Two-thirds,Fail,Bridges and Highways
05/06/2025 00:00:00,Mark Twain Union Elementary School District,Calaveras,Local,A,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $65 per parcel, for four years, raising approximately $600,000",53.51,46.49,Two-thirds,Fail,K-12 School Facility
05/06/2025 00:00:00,San Jose Unified School District,Santa Clara,Local,A,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax:  renew the existing $72 parcel tax, for eight years, generating approximately $5,000,000 annually",60.51,39.49,Two-thirds,Fail,K-12 School Facility
05/06/2025 00:00:00,Ross Valley School District,Marin,Local,E,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: renew parcel tax authority at 52¢/ building square foot, $95/ unimproved parcel, providing $7,800,000 annually for 9 years, with 3% annual adjustment",62.53,37.47,Two-thirds,Fail,K-12 School Facility
04/15/2025 00:00:00,Oakland,Alameda,Local,A,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: increase by 0.5%, from 10.25% to 10.75%, for 10 years, generating approximately $29,800,000 annually.",64.95,35.05,Majority,Pass,General Government
03/04/2025 00:00:00,Marin County,Marin,Local,B,"Tax (Levy, Parcel, Sales, Fee)","Alta Vista Road -Permanent Road Division, Parcel Tax: $900 per parcel in fiscal year 2025-2026, totaling approximately $33,300, and thereafter authorizing a special tax of $360 per parcel, totaling approximately $13,320, for each fiscal year until repealed",87.23,12.77,Two-thirds,Pass,Bridges and Highways
03/04/2025 00:00:00,Marin County,Marin,Local,B,"Tax (Levy, Parcel, Sales, Fee)","Alta Vista Road -Permanent Road Division, Parcel Tax: $900 per parcel in fiscal year 2025-2026, totaling approximately $33,300, and thereafter authorizing a special tax of $360 per parcel, totaling approximately $13,320, for each fiscal year until repealed",87.23,12.77,Two-thirds,Pass,Bridges and Highways
03/04/2025 00:00:00,Dos Palos,Merced,Local,S,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: increase by 0.5% , from 7.75% to 8.25%, beginning July 1,2025, generating approximately $200,000 annually",77.09,22.91,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
03/04/2025 00:00:00,Larkspur CFD No 2024-2,Marin,Local,A,Limited Tax Obligation Bond (Special Tax Bonds),"Bond - 22,000,000, Tax: levy annual special taxes for a period not beyond fiscal year 2060-61 at a rate of approximately $260 per linear feet of bulkhead length fronting the Larkspur Marina Lagoon to raise approximately $1,650,295 annually, to repay bonds, pay incidental expenses and administration, and establish an initial annual appropriations limit of $3,000,000",86.67,13.33,Two-thirds,Pass,"Ports, Marinas"
11/05/2024 00:00:00,College School District,Santa Barbara,General,L2024,General Obligation Bond,18000000,52.14,47.86,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Sequoia Union Elementary School District,Tulare,General,L,General Obligation Bond,3400000,49.65,50.35,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Bella Vista Elementary School District,Shasta,General,G,General Obligation Bond,4400000,57.66,42.34,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Peninsula Community Services District (Humboldt Co),Humboldt,General,E,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $155 per single-family residential unit, $309-$465 per multi-family residential parcel units, $30 per vacant property, plus other rates as specified, for six years until June 30, 2031",83.15,16.85,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/05/2024 00:00:00,Beach Cities Health District,Los Angeles,General,BC,General Obligation Bond,30000000,47.50,52.50,Two-thirds,Fail,Health Care Facilities
11/05/2024 00:00:00,"Puente Hills Habitat Preservation Authority CFD No 2024-01 ",Los Angeles,General,PH,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: 1¢ per building square footage, annual adjustments limited to 3%, until ended by voters, annual revenue/appropriation limit of approximately $1,150,000",68.10,31.90,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/05/2024 00:00:00,Napa Valley Transportation Authority,Napa,General,U,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: continue 1/2 cent sales tax, with no increase, providing $25,000,000 annually for 30 years, from 2025 to 2055",72.77,27.23,Two-thirds,Pass,Public Transit
11/05/2024 00:00:00,Ackerman Charter Elementary School District,Placer,General,G,General Obligation Bond,4000000,51.02,48.98,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Thornton Fire Protection District,San Joaquin,General,S,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: levy 8 cents per residential sqft, 18 cents per sqft commercial, $20 per acre, $20 per year vacant land, providing 1,000,000 annually",79.01,20.99,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/05/2024 00:00:00,Broadmoor Police Protection District,San Mateo,General,I,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: establish a limited (5 year) supplemental special tax on each parcel of real property, commencing July 1, 2025 and ending June 30, 2030, estimated to raise $700,000 each year. ",57.41,42.59,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/05/2024 00:00:00,North County Public Recreation District,Monterey,General,EE,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: levy of $82.00 per parcel, generating $300,000 per year",58.64,41.36,Two-thirds,Fail,"Parks, Open Space"
11/05/2024 00:00:00,Pilot View Zone of Benefit,El Dorado,General,G,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $400 on each parcel of land within the Pilot View Zone of Benefit commencing fiscal year 2025/2026, generating an annual revenue of approximately $28,800",45.92,54.08,Two-thirds,Fail,Street Construction and Improvements
11/05/2024 00:00:00,West Hills Community College District School Facilities Improvement District No 2,Fresno,General,C,General Obligation Bond,19000000,61.56,38.44,55%,Pass,"College, University Facility"
11/05/2024 00:00:00,Warner Unified School District,San Diego,General,TT,General Obligation Bond,3800000,63.36,36.64,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Mount Pleasant Elementary School District,Santa Clara,General,S,General Obligation Bond,28000000,70.08,29.92,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Mount Pleasant Elementary School District,Santa Clara,General,T,General Obligation Bond,24000000,70.45,29.55,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Westside Community Healthcare District,Stanislaus,General,A,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax:  $69 per parcel beginning FY 2025-2026, increasing by up to 3% annually, raising approximately $600,000 annually",53.30,46.70,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/05/2024 00:00:00,Lassen View Union Elementary School District,Tehama,General,K,General Obligation Bond,3500000,56.82,43.18,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Weed Union Elementary School District,Siskiyou,General,Y,General Obligation Bond,6500000,54.76,45.24,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Thermalito Union Elementary School District,Butte,General,D,General Obligation Bond,6800000,56.76,43.24,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Modesto City Elementary School District,Stanislaus,General,X,General Obligation Bond,85000000,68.50,31.50,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Evergreen Elementary School District-Evergreen School District,Santa Clara,General,X,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: renew at $125 per parcel for seven years, raising approximately $3,300,000 per year",69.54,30.46,Two-thirds,Pass,K-12 School Facility
11/05/2024 00:00:00,Cutten School District,Humboldt,General,K,General Obligation Bond,5000000,56.72,43.28,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Buena Park School District,Orange,General,M,General Obligation Bond,84000000,67.54,32.46,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Kingsburg Joint Union High School District,Fresno; Kings; Tulare,General,K,General Obligation Bond,20000000,55.01,44.99,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Heber Elementary School District,Imperial,General,H,General Obligation Bond,4000000,68.08,31.92,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Arcata Elementary School District,Humboldt,General,G,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: renew at $69 per parcel for 8 years, raising approximately $285,000 annually",82.47,17.53,Two-thirds,Pass,K-12 School Facility
11/05/2024 00:00:00,Ferndale Unified School District,Humboldt,General,J,General Obligation Bond,9800000,54.36,45.64,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Southwestern Community College District,San Diego,General,SW,General Obligation Bond,800000000,59.03,40.97,55%,Pass,"College, University Facility"
11/05/2024 00:00:00,Shaffer Union School District,Lassen,General,W,General Obligation Bond,2000000,59.03,40.97,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Briggs Elementary School District,Ventura,General,G,General Obligation Bond,4900000,56.02,43.98,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Corning Union Elementary School District,Tehama,General,J,General Obligation Bond,13700000,60.72,39.28,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Gateway Unified School District,Shasta,General,J,General Obligation Bond,65000000,55.12,44.88,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Williams Unified School District,Colusa,General,B,General Obligation Bond,23000000,58.60,41.40,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Mountain View-Whisman School District,Santa Clara,General,AA,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: renew at $0.15/building area square foot capped at $1,750/parcel and $25/unimproved parcel, raising approximately $5,400,000 annually for 8 years",75.28,24.72,Two-thirds,Pass,K-12 School Facility
11/05/2024 00:00:00,Scotts Valley Unified School District,Santa Cruz,General,O,General Obligation Bond,85000000,55.26,44.74,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Cottonwood Union Elementary School District,Shasta,General,E,General Obligation Bond,9600000,62.37,37.63,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Union School District,Santa Clara,General,V,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $148 per parcel, generating approximately $2,000,000 annually for 7 years",70.54,29.46,Two-thirds,Pass,K-12 School Facility
11/05/2024 00:00:00,Colusa Unified School District,Colusa,General,C,General Obligation Bond,13800000,60.64,39.36,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Compton Community College District,Los Angeles,General,CC,General Obligation Bond,200000000,68.47,31.53,55%,Pass,"College, University Facility"
11/05/2024 00:00:00,Stinson Beach,Marin,General,R,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: levy $0.42 per building area square foot, generating $700,000 annually",81.79,18.21,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/05/2024 00:00:00,Pleasant View Elementary School District,Tulare,General,J,General Obligation Bond,3000000,71.43,28.57,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Ceres Unified School District,Stanislaus,General,Y,General Obligation Bond,114000000,66.35,33.65,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Mission Union Elementary School District,Monterey,General,N,General Obligation Bond,1500000,67.86,32.14,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Red Bluff Union Elementary School District,Tehama,General,M,General Obligation Bond,19000000,51.24,48.76,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Kelseyville Unified School District,Lake,General,R,General Obligation Bond,36000000,52.51,47.49,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Durham Unified School District,Butte,General,B,General Obligation Bond,24500000,57.63,42.37,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Arcata,Humboldt,General,H,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: increase by 0.75%,65.19,34.81,Majority,Pass,General Government
11/05/2024 00:00:00,Banning Unified School District,Riverside,General,O,General Obligation Bond,74000000,64.43,35.57,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,Washington Union Elementary School District (CSCRPA),Monterey,General,P,General Obligation Bond,18200000,53.34,46.66,55%,Fail,K-12 School Facility
11/05/2024 00:00:00,Soledad Unified School District,Monterey,General,E,General Obligation Bond,42000000,62.56,37.44,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,San Ysidro School District,San Diego,General,KK,General Obligation Bond,68500000,63.91,36.09,55%,Pass,K-12 School Facility
11/05/2024 00:00:00,San Ysidro School District,San Diego,General,LL,General Obligation Bond,66500000,63.36,36.61,55%,Pass,K-12 School Facility
